LotFrontage,OverallCond,YearRemodAdd,MasVnrArea,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SalePrice,MSZoningBin,LotShapeBin,NeighborhoodBin,HouseStyleBin,RoofStyleBin,MasVnrTypeBin,ExterQualBin,FoundationBin,BsmtQualBin,BsmtCondBin,BsmtExposureBin,BsmtFinType1Bin,BsmtFinType2Bin,HeatingQCBin,CentralAirBin,ElectricalBin,KitchenQualBin,GarageTypeBin,GarageFinishBin,GarageQualBin,PavedDriveBin,FenceBin,SaleTypeBin,MSSubClassBin,HowOld,BsmtType1Info,AllBaths,Porches,AverageRoomSize,NonObligatoryRooms,ExteriorMatAdd,FireplaceInfoAdd,OverallQualSimple,GarageCarsSimple,1stFlrSFNorm,LotAreaNorm
43.0,5,2005,16.0,0,1232,1256,0,7.146772179452637,0,0,2,0,2,1,146,20,0,0,144,0,12.165250651009918,4,1,5,1,1,1,3,2,4,3,2,4,3,5,2,2,3,3,4,3,3,2,1,4,7,96,2.0,164,181.28571428571428,3.0,6,4,8,2,7.1459844677143876,8.065579427282092
58.0,3,1996,0.0,0,658,658,526,7.077498053569231,0,0,1,0,5,1,0,151,0,0,0,0,11.302204433654575,4,1,2,1,1,1,2,2,3,3,2,3,3,3,2,2,2,1,1,1,1,2,1,2,97,0,1.0,151,131.55555555555554,2.0,4,1,5,0,6.489204931325317,9.037295651962438
72.0,6,1976,255.0,0,410,1041,0,7.026426808699636,1,0,1,0,3,1,296,0,0,0,0,0,11.736069016284437,4,1,2,2,2,1,2,1,3,3,4,3,3,5,2,2,2,2,2,3,3,1,1,3,34,1893,2.0,0,160.71428571428572,2.0,2,3,6,1,7.025538314638521,8.881975184248867
93.0,5,2000,125.0,0,1468,1468,0,7.299797366758161,0,0,2,0,3,1,120,25,0,0,0,0,12.160028707028767,4,2,5,1,1,1,3,2,4,3,2,3,3,5,2,2,3,3,3,3,3,2,1,3,10,0,2.0,25,211.28571428571428,2.0,6,1,7,2,7.2991214627108,9.146654820290049
96.0,5,2008,272.0,0,402,1682,590,7.75491027202143,1,0,2,1,3,1,196,134,0,0,0,0,12.962194625251508,4,1,7,3,1,3,4,2,6,3,4,4,3,5,2,2,4,3,4,3,3,2,2,4,2,5120,3.5,134,233.2,5.0,6,6,10,3,7.462789157412448,9.431481920619719
50.0,8,1950,0.0,391,229,861,406,7.221105098182496,1,0,1,0,4,1,0,130,112,0,0,0,11.686878772093667,4,1,2,1,1,1,2,1,3,4,2,3,2,5,2,2,2,2,2,3,3,1,1,2,109,723,2.0,242,170.875,2.0,2,1,5,1,6.8679744089702925,9.036701015565063
71.0,5,2002,0.0,0,114,804,1157,7.581719640125308,1,0,2,1,3,1,125,192,0,0,0,0,12.2783933071098,4,2,3,3,1,1,2,2,6,3,2,3,3,5,2,2,3,3,4,3,3,2,1,4,9,2070,3.5,192,245.125,3.0,6,4,6,2,6.6895992691789665,9.41001056710475
0.0,7,1959,0.0,0,0,0,0,6.78332520060396,0,0,1,0,3,1,0,0,0,0,0,1200,11.575900264131617,4,2,3,1,1,1,2,1,1,1,1,1,1,3,2,2,2,3,3,3,3,1,1,3,49,0,1.0,0,147.0,1.0,2,1,5,1,6.782192056006791,9.028818495352793
0.0,5,1950,0.0,0,522,788,0,6.670766320845874,0,0,1,0,2,1,0,0,0,0,0,0,11.512925464970229,4,1,2,1,1,1,2,1,3,3,2,3,3,3,2,1,2,1,1,1,3,1,1,1,66,798,1.0,0,157.6,1.0,3,5,4,0,6.669498089857879,8.915566545710645
60.0,6,1950,0.0,0,735,735,299,6.942156705699469,0,0,1,0,2,1,0,39,0,0,0,0,11.59910316121128,4,1,2,1,1,1,2,1,3,3,2,3,3,4,2,1,2,2,2,3,3,2,1,2,68,0,1.0,39,172.33333333333334,2.0,2,1,5,1,6.5998704992128365,9.2237500588861
68.0,6,1956,0.0,0,405,1144,0,7.0431599159883405,1,0,1,0,3,1,44,0,0,0,0,0,11.76756768334381,4,1,2,1,1,1,2,1,3,3,4,2,3,3,2,2,2,3,2,3,3,2,1,3,55,1478,2.0,0,163.42857142857142,2.0,2,1,5,1,7.042286171939743,9.166597449028265
60.0,5,1972,0.0,0,117,894,0,6.796823718274855,0,0,1,0,2,1,215,0,0,0,0,0,11.719939634354555,4,1,5,1,2,1,2,1,3,3,4,3,3,3,2,2,2,2,3,3,3,2,1,3,38,2331,1.0,0,127.71428571428571,3.0,2,1,5,2,6.795705775173514,8.881975184248867
69.0,5,1962,288.0,0,324,864,936,7.502738210754851,0,0,2,0,4,1,0,168,0,0,0,0,12.040608205802641,4,1,3,3,1,1,2,1,3,3,2,3,3,3,2,2,2,3,3,3,3,2,1,4,46,1620,2.0,168,201.33333333333334,3.0,6,4,5,1,6.775366090936392,8.934718614016768
60.0,2,1950,0.0,0,961,961,0,6.982862751468942,0,0,1,0,2,1,0,0,0,0,0,0,11.112447898373103,3,1,1,1,1,1,2,1,2,1,2,3,3,4,2,1,2,2,2,1,1,2,1,1,88,0,1.0,0,153.85714285714286,3.0,2,1,5,1,6.981934677156389,9.101417964751995
65.0,5,2007,100.0,0,280,1092,438,7.346655163176539,1,0,2,0,2,1,0,168,0,0,0,0,12.392552212472792,5,1,6,3,1,3,3,2,4,3,2,4,3,5,2,2,3,3,4,3,3,2,1,4,4,3248,3.0,168,193.75,4.0,6,1,7,2,7.013915474810528,9.002824076547672
38.0,5,1996,0.0,0,474,1260,0,7.161622002939187,1,0,1,1,1,1,120,30,0,0,224,0,12.411052226216713,4,2,6,1,1,1,3,2,4,3,2,4,3,5,2,2,4,3,4,3,3,2,1,4,13,3144,2.5,254,257.6,2.0,4,6,8,2,7.160845906664299,9.613402595468036
65.0,5,2005,0.0,0,1286,1310,0,7.1785454837637,0,0,2,0,3,1,0,0,0,0,0,0,12.01364014498549,4,2,5,1,1,1,3,2,4,3,4,4,3,5,2,2,3,3,4,3,3,2,2,3,2,96,2.0,0,187.14285714285714,2.0,6,5,7,2,7.177782416195197,9.078864009187797
60.0,8,1997,0.0,0,672,672,0,6.511745329644728,0,0,1,0,2,1,168,0,0,0,0,0,11.589886506106357,4,1,3,1,1,1,2,2,3,3,2,3,3,5,2,2,2,2,2,3,1,2,1,1,69,0,1.0,0,134.4,1.0,2,1,5,1,6.51025834052315,9.23024103368252
93.0,5,1998,650.0,0,1141,1141,1098,7.724888439323074,0,0,2,1,4,1,144,123,0,0,0,0,12.460714863903755,4,1,7,3,2,1,3,2,4,3,2,3,3,4,2,2,3,3,4,3,3,2,1,4,9,0,2.5,123,205.72727272727272,5.0,6,4,8,2,7.060476365999801,9.400216653174247
0.0,5,1996,0.0,0,806,806,766,7.360739903058278,0,0,2,1,3,1,0,40,0,0,0,0,12.031719258385396,4,2,4,3,1,1,2,2,4,3,2,3,3,4,2,2,2,3,4,3,3,2,1,4,13,0,2.5,40,196.5,3.0,2,4,6,2,6.692083742506628,9.24619002486988
0.0,4,1993,0.0,0,165,1281,0,7.390798521735676,1,0,2,0,3,1,120,78,0,0,0,0,11.918390573078392,4,2,3,1,1,1,2,1,3,3,2,2,3,5,2,2,2,3,2,3,3,1,1,3,34,2232,3.0,78,180.0,4.0,4,4,4,2,7.3901814282264295,9.209540051805414
51.0,5,1950,0.0,0,1064,1064,0,7.402451520818244,0,0,1,0,3,1,0,0,0,0,0,0,11.652687407345388,4,1,3,1,1,1,2,1,3,3,2,3,3,5,2,1,2,2,2,3,3,2,1,2,73,0,1.0,0,234.14285714285714,2.0,2,1,6,1,7.061334366910438,9.257319373170178
63.0,7,1976,0.0,0,840,840,840,7.427144133408616,0,0,2,0,4,1,0,0,160,0,0,0,12.083905011555967,4,1,5,3,1,1,2,1,4,3,2,3,3,5,2,2,2,3,2,3,3,2,1,3,94,0,2.0,160,186.66666666666666,3.0,3,1,6,1,6.733401891837359,9.653550746326605
109.0,5,2006,350.0,0,1063,1063,1101,7.6838639802564295,0,0,2,1,3,1,192,62,0,0,0,0,12.542544882151386,4,1,7,3,1,1,3,2,6,4,2,3,3,5,2,2,3,3,3,3,3,2,2,4,2,0,2.5,62,217.2,5.0,6,5,7,3,6.976348070447749,9.557823197546
85.0,5,2008,100.0,0,245,1034,1028,7.639642287858013,1,0,2,1,3,1,0,102,0,0,0,0,12.73596533201339,5,1,6,3,1,3,3,2,6,3,2,4,3,5,2,2,4,3,4,3,3,2,2,4,2,3156,3.5,102,230.88888888888889,4.0,6,5,8,3,6.956545443151569,9.287394001418473
68.0,3,1958,0.0,0,1276,1276,0,7.152268856032539,0,0,1,0,3,1,0,0,0,0,0,0,11.002099841204238,4,1,2,1,1,1,2,1,3,2,2,3,3,3,2,1,2,3,2,3,3,2,1,3,52,0,1.0,0,212.66666666666666,1.0,4,1,5,1,7.151485463904735,9.166597449028265
100.0,5,1955,0.0,0,0,1056,0,6.963189985870238,1,0,1,0,3,1,264,0,0,0,0,0,11.884489021402711,4,1,4,1,2,1,2,1,3,3,3,3,3,3,1,2,2,3,4,3,3,2,1,2,52,3168,2.0,0,176.0,1.0,2,1,5,2,6.962243464266207,10.453081864230466
0.0,5,2009,432.0,0,892,1470,0,7.2991214627108,1,0,2,1,2,1,0,144,0,0,0,0,12.310432660854417,5,2,6,1,1,3,4,2,6,3,4,4,3,5,2,2,3,3,4,3,3,2,2,3,2,2312,3.5,144,184.75,4.0,2,5,7,2,7.298445101508147,8.390268497842571
56.0,6,1950,0.0,0,1008,1008,0,6.9363427358340495,0,0,1,0,2,1,0,0,130,0,0,0,11.652687407345388,3,1,2,1,1,1,2,1,3,3,2,3,3,4,2,1,2,2,2,3,3,2,1,1,84,0,1.0,130,171.33333333333334,2.0,3,5,5,2,6.93537044601511,9.10063710688422
59.0,5,1993,0.0,531,499,1080,1017,7.6487397889562425,0,1,2,1,3,1,196,187,0,0,0,0,12.337100907936577,4,2,4,3,1,1,3,2,4,3,2,2,4,5,2,2,3,3,2,3,3,2,1,4,16,100,3.0,187,209.7,5.0,6,4,7,3,6.984716320118266,9.326254996572539
73.0,5,2007,0.0,0,1316,1340,0,7.201170883281678,0,0,2,0,3,1,100,30,0,0,0,0,12.106992367829498,4,2,4,1,1,1,3,2,4,3,4,4,3,5,2,2,3,3,4,3,3,2,2,3,1,96,2.0,30,191.42857142857142,2.0,6,1,7,2,7.200424892944957,9.093806555720231
74.0,7,1978,203.0,0,463,672,728,7.244941546337007,0,0,1,1,3,1,0,0,0,0,0,0,11.915051671812877,4,1,3,3,2,1,2,1,3,3,2,3,3,3,2,2,2,3,4,3,3,2,1,4,29,627,1.5,0,200.0,2.0,3,4,6,2,6.51025834052315,8.967631665167133
86.0,6,1950,0.0,0,242,1370,1254,7.872836175025724,1,0,2,1,4,1,0,0,0,0,0,0,12.384218830913648,4,2,5,3,2,1,2,1,4,3,2,2,3,3,1,1,2,2,2,3,1,2,1,3,90,2256,3.5,0,238.54545454545453,5.0,3,5,6,3,7.222566018822171,10.017753298664472
60.0,6,1950,0.0,0,444,756,378,7.034387929915503,1,0,1,1,3,1,0,0,0,0,0,0,11.744037185933616,4,1,2,1,1,1,2,1,3,3,2,3,3,2,1,1,2,2,2,3,2,2,1,2,68,936,2.5,0,141.75,3.0,2,1,5,1,6.628041376179533,9.007121989469242
65.0,6,1968,0.0,0,281,1056,0,6.963189985870238,1,0,1,0,3,1,0,85,184,0,0,0,11.863582336583399,4,1,3,1,1,1,2,1,3,3,2,2,3,5,2,2,2,3,2,3,3,2,1,3,43,1550,2.0,269,150.85714285714286,2.0,6,3,5,1,6.962243464266207,9.042040056544483
78.0,5,1998,200.0,0,35,1344,0,7.20414929203594,2,0,2,0,2,2,0,0,0,0,0,0,12.237086699059343,3,1,3,2,1,1,2,2,4,4,5,4,3,5,2,2,2,3,4,3,3,2,1,2,12,5236,4.0,0,149.33333333333334,4.0,6,1,7,3,7.203405521083095,8.862341963516347
0.0,7,2000,126.0,0,356,1602,0,7.3796321526095525,0,1,2,0,3,1,240,0,0,0,0,0,12.2783933071098,4,2,4,1,1,3,3,1,4,3,2,3,3,4,2,2,3,3,4,3,3,2,1,3,33,3738,2.5,0,178.0,4.0,6,4,6,2,7.379008127628304,9.719324300862802
100.0,5,1954,0.0,0,988,988,0,6.8966943316227125,0,0,1,0,2,1,0,0,0,0,0,0,11.635143097694478,4,1,3,1,2,1,2,1,3,3,2,3,3,5,2,1,2,3,3,3,1,2,1,3,55,0,1.0,0,197.6,1.0,3,1,5,2,6.895682697747868,9.987415012471414
80.0,5,1998,473.0,0,484,1470,1160,7.875119281040293,1,0,2,1,4,1,0,66,0,0,0,0,12.66032791780777,4,1,7,3,1,1,3,2,4,3,2,4,3,4,2,2,3,3,4,3,3,2,1,4,11,3944,3.5,66,292.22222222222223,3.0,6,4,8,3,7.293017679772782,9.127067452782361
72.0,5,1956,74.0,0,580,1196,0,7.087573705557973,1,0,1,0,2,1,0,44,0,0,0,0,11.842229212112828,4,1,3,1,1,1,2,1,4,3,2,2,3,4,2,1,2,3,3,3,3,2,1,3,53,1232,2.0,44,170.85714285714286,3.0,2,5,6,1,7.086737934510577,9.105090961257085
60.0,8,1992,0.0,0,651,651,682,7.237059026124737,0,0,1,1,3,1,0,0,126,0,0,0,11.813030057420567,3,1,2,3,1,1,2,1,3,3,2,3,3,4,2,2,2,2,2,3,2,2,1,4,64,0,1.5,126,198.42857142857142,2.0,3,6,7,1,6.561030665896573,8.12533508671429
0.0,5,1989,145.0,0,0,1518,0,7.405495663199472,1,1,2,0,2,1,80,0,0,0,396,0,12.524526376648708,4,1,4,2,1,1,3,2,4,3,5,4,3,4,2,2,3,3,4,3,3,2,1,3,21,6072,3.5,396,274.0,2.0,2,4,7,2,7.404887575616125,9.45727857185611
77.0,6,1957,0.0,0,619,907,0,6.811244378601294,0,0,1,0,3,1,0,0,0,0,0,0,11.59917655301345,4,2,3,1,2,1,2,1,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,3,52,864,1.0,0,151.16666666666666,1.0,2,1,4,1,6.810142450115136,9.058819564334941
64.0,5,2007,108.0,0,544,1208,0,7.097548850614793,1,0,2,0,2,1,105,54,0,0,0,0,12.182804018590819,4,1,5,1,1,1,3,2,4,3,2,4,3,5,2,2,3,3,3,3,3,2,2,3,1,2656,3.0,54,172.57142857142858,3.0,6,1,7,2,7.0967213784947605,8.81922185757494
130.0,5,1988,0.0,0,387,1392,0,7.253470382684528,1,0,2,0,3,1,0,0,169,0,0,0,12.072541252905651,4,2,6,1,1,1,2,1,4,3,3,4,3,3,2,2,3,3,2,3,3,2,1,3,22,4020,3.0,169,201.71428571428572,2.0,3,4,6,2,7.252762418053187,9.346443454968522
21.0,5,1971,232.0,0,96,483,504,6.895682697747868,0,0,1,1,2,1,0,0,0,0,0,0,11.355101379776661,3,1,1,3,1,1,2,1,3,3,2,3,3,3,2,2,2,2,2,3,3,2,1,2,38,1161,1.5,0,197.4,1.0,3,1,6,1,6.180016653652572,7.427144133408616
60.0,7,1998,0.0,0,901,901,110,7.089243155027514,0,0,1,0,4,1,0,98,0,0,0,0,11.288531131754366,3,2,2,1,1,1,2,1,3,3,2,3,3,4,2,2,2,1,1,1,1,1,1,2,89,0,1.0,98,149.75,2.0,2,1,6,0,6.992096427415888,8.628197749459149
24.0,5,1971,376.0,0,294,765,600,7.2196420401307355,1,0,1,1,2,1,240,36,0,0,0,0,11.715866308966918,3,1,1,3,1,1,2,1,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,2,37,1413,2.5,36,195.0,3.0,3,1,5,2,6.639875833826536,7.560601162768557
100.0,5,1998,0.0,0,926,926,678,7.380879035564116,0,0,2,1,3,1,0,36,0,0,0,0,12.106252310247962,4,2,4,3,1,1,2,2,4,3,2,3,3,5,2,2,2,3,4,3,3,2,1,4,12,0,2.5,36,200.5,3.0,6,4,6,2,6.8308742346461795,9.290998274993637
21.0,7,1972,0.0,0,135,630,0,6.447305862541213,1,0,1,0,1,1,88,0,0,0,0,0,11.302204433654575,3,1,1,2,1,1,2,1,4,3,4,3,3,4,2,2,2,1,1,1,3,2,1,1,37,1485,2.0,0,157.5,1.0,6,1,4,0,6.4457198193855785,7.544861068658458
43.0,6,1996,0.0,344,70,799,834,7.415776975415394,1,0,2,1,3,1,158,61,0,0,0,0,12.26434155365415,4,2,5,3,1,1,3,2,4,3,4,4,3,5,2,2,3,3,3,3,3,2,1,4,14,1540,3.5,61,237.28571428571428,2.0,6,4,7,2,6.717804695023691,9.275003885301905
40.0,8,1950,0.0,0,648,648,384,7.020190708311925,0,0,1,0,2,1,0,0,0,0,0,0,11.661345470088502,3,1,2,1,1,1,2,1,2,3,2,3,3,3,2,1,2,2,2,3,3,2,1,2,87,0,1.0,0,159.71428571428572,3.0,4,1,6,2,6.598509028614515,8.38958706681109
50.0,7,2004,0.0,0,884,884,0,6.807934943699926,0,0,1,0,2,1,0,0,105,0,0,0,11.686878772093667,3,1,2,1,1,1,3,2,3,3,2,3,3,4,2,2,2,2,2,3,3,2,1,1,84,0,1.0,105,180.8,1.0,2,1,6,1,6.806829360392176,8.699681400989514
40.0,6,2002,0.0,0,75,440,0,6.543911845564792,0,0,1,0,2,1,0,0,34,0,0,0,11.411446296020374,4,1,5,1,1,1,2,2,3,3,2,2,3,3,1,2,3,2,2,4,2,1,1,1,95,730,1.0,34,138.8,1.0,4,5,5,1,6.542471960506805,8.361941906144946
67.0,8,2000,0.0,0,684,684,512,7.087573705557973,0,0,1,0,3,1,0,46,0,0,0,800,11.608235644774552,4,1,2,1,1,1,2,1,3,2,3,3,3,4,2,2,3,2,2,3,3,2,1,2,90,0,1.0,46,149.5,3.0,2,1,6,2,6.52795791762255,9.42181611842271
105.0,5,2008,200.0,539,788,3094,0,7.784473235736469,1,0,2,0,2,1,0,72,0,0,170,0,13.226723392728571,4,1,7,1,2,3,4,2,6,3,5,4,3,5,2,2,4,3,4,3,3,2,1,3,2,7068,3.0,242,218.36363636363637,6.0,6,6,10,3,7.784057002639929,9.644198554585564
92.0,4,1955,270.0,0,1307,1440,0,7.273092595999522,0,0,2,0,4,2,0,0,0,0,0,0,11.678439903447801,4,1,2,1,1,1,2,1,3,3,2,3,3,3,1,1,1,1,1,1,3,2,1,2,54,399,2.0,0,160.0,2.0,6,1,4,0,7.272398392570047,9.401704256754366
52.0,7,1992,0.0,0,1078,1078,445,7.3613754289773485,0,0,2,0,3,1,0,0,0,0,0,0,12.000891794590137,3,1,2,1,1,1,2,2,3,3,2,3,3,3,2,2,2,2,2,3,2,2,1,2,79,0,2.0,0,174.77777777777777,4.0,2,5,5,2,7.028201432058005,8.738895704934043
53.0,5,2007,72.0,0,1258,1258,0,7.138073034044347,0,0,2,0,2,1,144,16,0,0,0,0,12.058152515453552,4,1,5,1,1,1,3,2,6,3,4,3,3,5,2,2,3,3,4,3,3,2,2,4,2,0,2.0,16,179.71428571428572,3.0,3,5,7,3,7.1372784372603855,8.274611946209552
70.0,5,1995,0.0,0,273,915,975,7.554334823725748,1,0,2,1,4,1,144,133,0,0,0,0,12.254862809699606,4,1,5,3,1,1,3,2,4,3,2,4,3,5,2,2,3,3,2,3,3,2,1,4,15,2568,3.5,133,212.0,3.0,6,4,7,2,6.838405200847344,9.076923258535832
73.0,5,1956,0.0,0,1436,1436,0,7.432483807917119,0,0,1,0,3,1,0,0,0,0,0,0,11.755871643580617,4,1,2,1,2,1,2,1,3,3,2,3,3,2,2,2,2,3,2,3,3,1,1,3,54,0,1.0,0,211.125,3.0,2,5,6,2,7.4318919168078,9.1958356857733
137.0,6,2002,0.0,713,557,1517,0,7.543802867501509,0,0,2,1,2,1,0,0,0,0,0,0,12.154779351142624,4,2,3,1,1,1,3,1,3,3,2,3,3,5,2,2,3,3,4,3,3,2,1,3,45,741,2.5,0,269.7142857142857,3.0,4,5,6,2,7.543273346705446,9.710691327448153
0.0,5,1999,0.0,0,930,930,930,7.54274354536855,0,0,2,1,4,1,89,0,0,0,0,0,12.205572520488492,4,2,4,3,1,1,3,2,4,3,2,3,3,4,2,2,3,3,4,3,3,2,1,4,9,0,2.5,0,171.45454545454547,5.0,6,4,7,2,6.862757913051401,9.32500744695431
50.0,6,1950,0.0,0,780,780,596,7.227662498728655,0,0,2,0,3,1,0,0,0,0,0,0,11.691071650353702,3,1,1,1,1,1,2,1,3,3,2,3,3,3,2,2,2,2,2,3,1,2,1,2,70,0,2.0,0,172.0,3.0,2,5,6,1,6.659293919683638,9.059633754551479
50.0,7,2002,0.0,0,318,649,504,7.076653815443951,0,0,1,1,2,1,0,176,0,0,0,0,11.695247021764184,3,1,2,1,1,1,2,1,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,2,60,993,1.5,176,169.0,3.0,2,1,3,1,6.520621127558696,8.699681400989514
70.0,8,2005,0.0,0,813,813,0,6.70196036600254,0,0,1,0,2,1,0,113,0,0,0,0,11.608235644774552,3,1,2,1,2,1,2,1,3,3,2,3,3,5,2,1,3,2,2,2,1,2,1,1,77,0,1.0,113,135.5,2.0,2,1,6,1,6.70073110954781,8.645586406184636
62.0,5,1975,0.0,0,878,1533,0,7.335633981927201,1,0,2,0,2,1,200,54,0,0,0,0,12.542544882151386,4,2,5,1,1,1,2,1,4,3,5,3,3,3,2,2,3,3,2,3,3,2,1,3,32,1965,3.0,54,255.5,2.0,4,5,7,2,7.334981878871814,11.167077412430533
0.0,5,1997,42.0,0,130,872,868,7.471363088187097,1,0,2,1,3,1,144,122,0,0,0,0,12.225875272826354,4,2,6,3,2,1,3,2,6,3,2,3,3,5,2,2,2,3,4,3,3,2,1,4,12,2226,3.5,122,219.5,3.0,6,1,6,2,6.78897174299217,9.1381996941985
75.0,5,2008,0.0,0,768,768,804,7.372118028337787,0,0,2,1,3,1,0,30,0,0,0,0,12.254862809699606,5,1,6,3,1,1,3,2,4,3,2,3,3,5,2,2,3,3,3,3,3,2,1,4,2,0,2.5,30,227.14285714285714,2.0,6,1,8,2,6.666956792429207,9.105090961257085
63.0,5,1976,0.0,0,122,1728,0,7.455298485683291,2,0,2,0,4,2,0,0,0,0,0,0,12.144197241812087,4,1,3,1,1,1,2,1,3,3,2,3,3,3,2,2,2,2,2,3,3,2,1,2,31,4818,4.0,0,192.0,2.0,4,1,5,2,7.454719949364001,9.13755460225053
80.0,6,1973,320.0,0,326,1242,0,7.1252830915107115,0,0,1,1,3,1,0,0,0,0,0,0,12.075394321888057,4,1,4,1,2,1,2,1,3,3,2,3,3,2,2,2,2,3,2,3,3,2,1,3,35,2748,1.5,0,177.42857142857142,2.0,3,4,7,2,7.124478262493424,9.169622538697624
34.0,5,1950,0.0,0,624,624,720,7.20414929203594,0,0,1,0,4,1,0,0,96,0,0,0,11.49272275765271,3,1,2,3,1,1,2,1,3,3,2,3,3,2,1,2,2,2,2,2,3,2,1,3,93,0,1.0,96,168.0,2.0,4,1,5,3,6.436150368369428,8.427706024914702
0.0,6,1994,0.0,0,248,1364,0,7.416979621381154,1,0,1,0,2,1,224,137,0,0,0,0,12.4529327234617,4,2,5,1,2,1,2,1,4,3,5,2,3,5,2,2,3,3,4,3,3,2,1,3,55,2232,2.0,137,237.57142857142858,3.0,4,6,4,2,7.416378479192928,10.882339852663634
0.0,7,1996,0.0,0,588,588,833,7.418780882750794,0,0,1,0,3,1,192,63,0,0,0,0,11.9891596439666,3,1,2,3,2,1,2,2,3,3,2,3,3,2,2,2,3,2,2,3,3,1,1,3,84,0,1.0,63,208.25,3.0,3,5,8,1,6.725033642166843,8.537191877922927
0.0,4,1950,161.0,0,524,709,224,7.093404625868766,1,0,1,0,3,1,0,0,248,0,0,0,11.608235644774552,4,2,2,1,1,1,2,1,3,3,2,2,3,3,2,2,3,2,2,3,3,2,1,2,60,370,2.0,248,200.5,1.0,2,4,5,1,6.88653164253051,8.855948534052018
75.0,5,2009,110.0,0,288,832,1103,7.568379267836522,1,0,2,1,3,1,0,150,0,0,0,0,12.481561937216318,5,2,6,3,1,3,3,2,4,3,2,4,3,5,2,2,2,3,4,3,3,2,2,4,1,2176,3.5,150,215.0,4.0,6,1,8,2,6.723832440821209,8.987821625430815
60.0,9,2007,0.0,210,0,560,560,7.035268599281097,1,0,1,0,3,1,256,0,0,0,0,0,11.951180395901384,4,1,3,3,1,1,3,2,4,4,2,3,2,5,2,2,3,2,3,3,3,1,1,3,74,1050,2.0,0,162.14285714285714,2.0,2,1,7,2,6.354370040797351,8.881975184248867
60.0,5,1965,0.0,311,0,864,0,6.762729506931879,0,0,1,0,3,1,0,0,236,0,0,0,11.041048081342682,4,2,3,1,1,1,2,1,3,3,2,3,2,4,2,2,2,2,2,3,3,1,1,3,45,1659,1.0,236,144.0,1.0,2,2,5,1,6.761572768804055,9.021839764105513
74.0,7,1995,0.0,0,389,715,811,7.415175109613295,0,0,1,1,3,1,0,0,0,0,0,0,12.147913731356642,4,2,5,3,2,1,2,1,3,3,2,2,3,2,2,1,2,2,2,3,3,2,1,3,75,652,1.5,0,237.14285714285714,2.0,4,5,6,1,6.744059186311348,9.391744841707654
60.0,5,1978,136.0,0,424,1040,0,6.947937068614969,0,0,2,0,3,1,0,0,0,0,0,0,11.728036844587175,4,1,5,1,1,1,2,1,4,3,2,3,3,3,2,2,2,1,1,1,3,2,1,3,32,1848,2.0,0,173.33333333333334,1.0,3,1,5,0,6.946975992135418,9.039670667922676
0.0,5,2004,18.0,0,1375,1375,0,7.254884810077338,0,0,2,0,2,1,144,20,0,0,0,0,12.093687514935382,3,1,5,1,2,1,3,2,4,3,2,3,3,5,2,2,3,3,4,3,3,2,1,4,3,0,2.0,20,202.0,3.0,6,4,7,2,7.254177846456518,8.030409562130485
85.0,5,1970,0.0,0,499,1277,0,7.15305163493748,1,0,1,0,2,1,0,0,0,0,176,0,12.025749091398891,4,1,3,1,2,1,2,1,3,4,5,4,3,3,2,2,2,3,2,3,3,1,1,3,38,3112,2.0,176,212.83333333333334,2.0,4,2,7,2,7.152268856032539,9.271341393533582
79.0,7,1995,224.0,0,342,728,756,7.405495663199472,0,0,1,1,3,1,168,0,0,0,0,0,11.894780707439258,4,1,3,3,1,3,2,1,3,3,2,2,3,5,2,2,3,3,2,3,3,2,1,3,66,772,1.5,0,205.5,3.0,2,6,5,1,6.78897174299217,9.15704507491796
98.0,5,2006,248.0,0,1626,1626,0,7.399398083331354,0,0,2,0,3,1,0,44,0,0,0,0,12.429216196844383,4,2,7,1,1,3,3,2,4,3,2,3,3,5,2,2,3,3,3,3,3,2,1,3,2,0,2.0,44,204.25,3.0,6,5,8,3,7.3987862754199485,9.343909263897597
76.0,5,1993,120.0,0,406,832,878,7.444833273892193,0,0,2,1,3,1,144,70,0,0,0,0,12.138863895836725,4,2,4,3,1,1,3,2,4,3,2,4,3,5,2,2,3,3,3,3,3,2,1,4,16,1704,2.5,70,213.75,3.0,3,1,6,2,6.723832440821209,9.1369090938903
0.0,5,1985,0.0,1120,0,1488,0,7.315218389752975,1,0,1,1,1,1,0,54,0,0,140,0,12.26434155365415,4,2,7,1,1,1,3,2,4,3,4,4,2,3,2,2,3,3,3,3,3,2,1,4,26,1472,2.5,194,300.4,2.0,3,1,8,2,7.31455283232408,8.82776136765472
92.0,6,1977,0.0,0,808,808,808,7.585788821732034,0,0,2,1,3,1,0,0,0,0,276,0,12.154779351142624,4,1,4,3,2,1,2,1,4,3,2,3,3,3,2,2,2,3,3,3,3,2,1,4,31,0,2.5,276,218.77777777777777,4.0,4,5,7,2,7.057036981697891,9.38873757187798
